Bloodfen Raptor	"Kill 30 raptors." - Hemet Nesingwary	Minion	Free	Basic
Bluegill Warrior	Charge	Minion	Common	Basic
Flametongue Totem	Adjacent minions have +2 Attack.	Minion	Common	Basic
Frostwolf Grunt	Taunt	Minion	Common	Basic
Kobold Geomancer	Spell Damage +1	Minion	Common	Basic
Murloc Tidehunter	Battlecry: Summon a 1/1 Murloc Scout.	Minion	Common	Basic
Novice Engineer	Battlecry: Draw a card.	Minion	Free	Basic
River Crocolisk	Edward "Lefty" Smith tried to make luggage out of a river crocolisk once.	Minion	Free	Basic
Succubus	Battlecry: Discard a random card.	Minion	Free	Basic
Light's Justice	Prince Malchezaar was a collector of rare weapons. He'd animate them and have them dance for him.	Weapon	Free	Basic
Wicked Knife		Weapon	Free	Basic
Arcane Missiles	Deal 3 damage randomly split among all enemies.	Ability	Free	Basic
Arcane Shot	Deal 2 damage.	Ability	Free	Basic
Blessing of Might	Give a minion +3 Attack.	Ability	Free	Basic
Claw	Give your hero +2 Attack this turn and 2 Armor.	Ability	Free	Basic
Corruption	Choose an enemy minion. At the start of your turn, destroy it.	Ability	Common	Basic
Deadly Poison	Give your weapon +2 Attack.	Ability	Free	Basic
Execute	Destroy a damaged enemy minion.	Ability	Free	Basic
Frost Shock	Deal 1 damage to an enemy character and Freeze it.	Ability	Free	Basic
Hand of Protection	Give a minion Divine Shield.	Ability	Free	Basic
Holy Smite	Deal 2 damage.	Ability	Free	Basic
Humility	Change a minion's Attack to 1.	Ability	Common	Basic
Mind Vision	Put a copy of a random card in your opponent's hand into your hand.	Ability	Common	Basic
Mirror Image	Summon two 0/2 minions with Taunt.	Ability	Common	Basic
Mortal Coil	Deal 1 damage to a minion. If that kills it, draw a card.	Ability	Common	Basic
Power Word: Shield	Give a minion +2 Health.Draw a card.	Ability	Free	Basic
Rockbiter Weapon	Give a friendly character +3 Attack this turn.	Ability	Free	Basic
Sinister Strike	Deal 3 damage to the enemy hero.	Ability	Free	Basic
Soulfire	Deal 4 damage. Discard a random card.	Ability	Common	Basic
Tracking	Look at the top three cards of your deck. Draw one and discard the others.	Ability	Free	Basic
Whirlwind	Deal 1 damage to ALL minions.	Ability	Common	Basic
Boar		Minion	Common	Basic
Elven Archer	Battlecry: Deal 1 damage.	Minion	Common	Basic
Goldshire Footman	Taunt	Minion	Common	Basic
Grimscale Oracle	ALL other Murlocs have +1 Attack.	Minion	Common	Basic
Healing Totem	At the end of your turn, restore 1 Health to all friendly minions.	Minion	Free	Basic
Mechanical Dragonling		Minion	Common	Basic
Murloc Raider	Mrrraggglhlhghghlgh, mrgaaag blarrghlgaahahl mrgggg glhalhah a bghhll graggmgmg Garrosh mglhlhlh mrghlhlhl!!	Minion	Free	Basic
Northshire Cleric	Whenever a minion is healed, draw a card.	Minion	Free	Basic
Searing Totem		Minion	Free	Basic
Silver Hand Recruit		Minion	Free	Basic
Skeleton	 	Minion	Common	Basic
Stoneclaw Totem	Taunt	Minion	Free	Basic
Stonetusk Boar	Charge	Minion	Free	Basic
Timber Wolf	Your other Beasts have +1 Attack.	Minion	Free	Basic
Voidwalker	Taunt	Minion	Free	Basic
Voodoo Doctor	Battlecry: Restore 2 Health.	Minion	Free	Basic
Wrath of Air Totem	Spell Damage +1	Minion	Free	Basic
Ancestral Healing	Restore a minion to full Health and give it Taunt.	Ability	Free	Basic
Backstab	Deal 2 damage to an undamaged minion.	Ability	Free	Basic
Excess Mana	Draw a card. (You can only have 10 Mana in your tray.)	Ability		Basic
Hunter's Mark	Change a minion's Health to 1.	Ability	Common	Basic
Innervate	Gain 2 Mana Crystals this turn only.	Ability	Free	Basic
Moonfire	Deal 1 damage.	Ability	Common	Basic
Sacrificial Pact	Destroy a Demon. Restore #5 Health to your hero.	Ability	Common	Basic
The Coin	Gain 1 Mana Crystal this turn only.	Ability		Basic
Totemic Might	Give your Totems +2 Health.	Ability	Common	Basic
Avatar of the Coin	You lost the coin flip, but gained a friend.	Minion	Free	Basic
Frog	Taunt	Minion	Common	Basic
Mirror Image	Taunt	Minion	Common	Basic
Murloc Scout		Minion	Common	Basic
Sheep		Minion	Common	Basic
Anduin Wrynn		Hero	Free	Basic
Garrosh Hellscream		Hero	Free	Basic
Gul'dan		Hero	Free	Basic
Jaina Proudmoore		Hero	Free	Basic
Malfurion Stormrage		Hero	Free	Basic
Rexxar		Hero	Free	Basic
Thrall		Hero	Free	Basic
Uther Lightbringer		Hero	Free	Basic
Valeera Sanguinar		Hero	Free	Basic
