Floating Watcher	Whenever your hero takes damage on your turn, gain +2/+2.	Minion	Common	Goblins
Harrison Jones	Battlecry: Destroy your opponent's weapon and draw cards equal to its Durability.	Minion	Legendary	Expert
Hemet Nesingwary	Battlecry: Destroy a Beast.	Minion	Legendary	Goblins
Junkbot	Whenever a friendly Mech dies, gain +2/+2.	Minion	Epic	Goblins
King of Beasts	Taunt. Battlecry: Gain +1 Attack for each other Beast you have.	Minion	Rare	Goblins
Leeroy Jenkins	Charge. Battlecry: Summon two 1/1 Whelps for your opponent.	Minion	Legendary	Expert
Madder Bomber	Battlecry: Deal 6 damage randomly split between all other characters.	Minion	Rare	Goblins
Mimiron's Head	At the start of your turn, if you have at least 3 Mechs, destroy them all and form V-07-TR-0N.	Minion	Legendary	Goblins
Ogre Ninja	Stealth50% chance to attack the wrong enemy.	Minion	Rare	Goblins
Quartermaster	Battlecry: Give your Silver Hand Recruits +2/+2.	Minion	Epic	Goblins
Salty Dog	He's recently recovered from being a "scurvy dog."	Minion	Common	Goblins
Siege Engine	Whenever you gain Armor, give this minion +1 Attack.	Minion	Rare	Goblins
Silver Hand Knight	Battlecry: Summon a 2/2 Squire.	Minion	Common	Expert
Spiteful Smith	Enrage: Your weapon has +2 Attack.	Minion	Common	Expert
Stampeding Kodo	Battlecry: Destroy a random enemy minion with 2 or less Attack.	Minion	Rare	Expert
Stranglethorn Tiger	Stealth	Minion	Common	Expert
Upgraded Repair Bot	Battlecry: Give a friendly Mech +4 Health.	Minion	Rare	Goblins
Venture Co. Mercenary	Your minions cost (3) more.	Minion	Common	Expert
Vol'jin	Battlecry: Swap Health with another minion.	Minion	Legendary	Goblins
Ancestor's Call	Put a random minion from each player's hand into the battlefield.	Ability	Epic	Goblins
Bite	Give your hero +4 Attack this turn and 4 Armor.	Ability	Rare	Expert
Cone of Cold	Freeze a minion and the minions next to it, and deal 1 damage to them.	Ability	Common	Expert
Echo of Medivh	Put a copy of each friendly minion into your hand.	Ability	Epic	Goblins
Imp-losion	Deal 2-4 damage to a minion. Summon a 1/1 Imp for each damage dealt.	Ability	Rare	Goblins
Mass Dispel	Silence all enemy minions. Draw a card.	Ability	Rare	Expert
Mindgames	Put a copy of a random minion from your opponent's deck into the battlefield.	Ability	Epic	Expert
Mortal Strike	Deal 4 damage. If you have 12 or less Health, deal 6 instead.	Ability	Rare	Expert
Sabotage	Destroy a random enemy minion. Combo: And your opponent's weapon.	Ability	Epic	Goblins
Shadow Madness	Gain control of an enemy minion with 3 or less Attack until end of turn.	Ability	Rare	Expert
Shadowflame	Destroy a friendly minion and deal its Attack damage to all enemy minions.	Ability	Rare	Expert
Soul of the Forest	Give your minions "Deathrattle: Summon a 2/2 Treant."	Ability	Common	Expert
Tinker's Sharpsword Oil	Give your weapon +3 Attack. Combo: Give a random friendly minion +3 Attack.	Ability	Common	Goblins
Ancient Brewmaster	Battlecry: Return a friendly minion from the battlefield to your hand.	Minion	Common	Expert
Ancient Mage	Battlecry: Give adjacent minions Spell Damage +1.	Minion	Rare	Expert
Arathi Weaponsmith	Battlecry: Equip a 2/2 weapon.	Minion	Common	Expert
Arcane Nullifier X-21	TauntCan't be targeted by spells or Hero Powers.	Minion	Rare	Goblins
Auchenai Soulpriest	Your cards and powers that restore Health now deal damage instead.	Minion	Rare	Expert
Burly Rockjaw Trogg	Whenever your opponent casts a spell, gain +2 Attack.	Minion	Common	Goblins
Cult Master	Whenever one of your other minions dies, draw a card.	Minion	Common	Expert
Dark Iron Dwarf	Battlecry: Give a minion +2 Attack this turn.	Minion	Common	Expert
Defender of Argus	Battlecry: Give adjacent minions +1/+1 and Taunt.	Minion	Rare	Expert
Dread Corsair	Taunt. Costs (1) less per Attack of your weapon.	Minion	Common	Expert
Dunemaul Shaman	Windfury, Overload: (1)50% chance to attack the wrong enemy.	Minion	Rare	Goblins
Enhance-o Mechano	Battlecry: Give your other minions Windfury, Taunt, or Divine Shield.(at random)	Minion	Epic	Goblins
Ethereal Arcanist	If you control a Secret at the end of your turn, gain +2/+2.	Minion	Rare	Expert
Fel Cannon	At the end of your turn, deal 2 damage to a non-Mech minion.	Minion	Rare	Goblins
Goblin Blastmage	Battlecry: If you have a Mech, deal 4 damage randomly split among all enemies.	Minion	Rare	Goblins
Jeeves	At the end of each player's turn, that player draws until they have 3 cards.	Minion	Rare	Goblins
Keeper of the Grove	Choose One - Deal 2 damage; or Silence a minion.	Minion	Rare	Expert
Kezan Mystic	Battlecry: Take control of a random enemy Secret.	Minion	Rare	Goblins
Lightspawn	This minion's Attack is always equal to its Health.	Minion	Common	Expert
Lost Tallstrider	The message, "If found, please return to Mulgore," is tattooed on his rear.	Minion	Common	Goblins
Master of Disguise	Battlecry: Give a friendly minion Stealth.	Minion	Rare	Expert
Mechanical Yeti	Deathrattle: Give each player a Spare Part.	Minion	Common	Goblins
Mini-Mage	StealthSpell Damage +1	Minion	Epic	Goblins
Mogu'shan Warden	Taunt	Minion	Common	Expert
Old Murk-Eye	Charge. Has +1 Attack for each other Murloc on the battlefield.	Minion	Legendary	Reward
Piloted Shredder	Deathrattle: Summon a random 2-Cost minion.	Minion	Common	Goblins
Pit Lord	Battlecry: Deal 5 damage to your hero.	Minion	Epic	Expert
Screwjank Clunker	Battlecry: Give a friendly Mech +2/+2.	Minion	Rare	Goblins
Siltfin Spiritwalker	Whenever another friendly Murloc dies, draw a card. Overload: (1)	Minion	Epic	Goblins
Silvermoon Guardian	Divine Shield	Minion	Common	Expert
Spellbreaker	Battlecry: Silence a minion.	Minion	Common	Expert
Summoning Portal	Your minions cost (2) less, but not less than (1).	Minion	Common	Expert
Twilight Drake	Battlecry: Gain +1 Health for each card in your hand.	Minion	Rare	Expert
Violet Teacher	Whenever you cast a spell, summon a 1/1 Violet Apprentice.	Minion	Rare	Expert
Wee Spellstopper	Adjacent minions can't be targeted by spells or Hero Powers.	Minion	Epic	Goblins
Coghammer	Battlecry: Give a random friendly minion Divine Shield and Taunt.	Weapon	Epic	Goblins
Cogmaster's Wrench	Has +2 Attack while you have a Mech.	Weapon	Epic	Goblins
Eaglehorn Bow	Whenever a friendly Secret is revealed, gain +1 Durability.	Weapon	Rare	Expert
Ogre Warmaul	50% chance to attack the wrong enemy.	Weapon	Common	Goblins
Perdition's Blade	Battlecry: Deal 1 damage. Combo: Deal 2 instead.	Weapon	Rare	Expert
Powermace	Deathrattle: Give a random friendly Mech +2/+2.	Weapon	Rare	Goblins
Sword of Justice	Whenever you summon a minion, give it +1/+1 and this loses 1 Durability.	Weapon	Epic	Expert
Bouncing Blade	Deal 1 damage to a random minion. Repeat until a minion dies.	Ability	Epic	Goblins
Counterspell	Secret: When your opponent casts a spell, Counter it.	Ability	Rare	Expert
Deadly Shot	Destroy a random enemy minion.	Ability	Common	Expert
Divine Favor	Draw cards until you have as many in hand as your opponent.	Ability	Rare	Expert
Far Sight	Draw a card. That card costs (3) less.	Ability	Epic	Expert
Feral Spirit	Summon two 2/3 Spirit Wolves with Taunt. Overload: (2)	Ability	Rare	Expert
Headcrack	Deal 2 damage to the enemy hero. Combo: Return this to your hand next turn.	Ability	Rare	Expert
Ice Barrier	Secret: When your hero is attacked, gain 8 Armor.	Ability	Common	Expert
Ice Block	Secret: When your hero takes fatal damage, prevent it and become Immune this turn.	Ability	Epic	Expert
Lava Burst	Deal 5 damage. Overload: (2)	Ability	Rare	Expert
Lightning Storm	Deal 2-3 damage to all enemy minions. Overload: (2)	Ability	Rare	Expert
Mark of Nature	Choose One - Give a minion +4 Attack; or +4 Health and Taunt.	Ability	Common	Expert
Mirror Entity	Secret: When your opponent plays a minion, summon a copy of it.	Ability	Common	Expert
Muster for Battle	Summon three 1/1 Silver Hand Recruits. Equip a 1/4 Weapon.	Ability	Rare	Goblins
Sense Demons	Put 2 random Demons from your deck into your hand.	Ability	Common	Expert
Shadowform	Your Hero Power becomes 'Deal 2 damage'. If already in Shadowform: 3 damage.	Ability	Epic	Expert
Spellbender	Secret: When an enemy casts a spell on a minion, summon a 1/3 as the new target.	Ability	Epic	Expert
Thoughtsteal	Copy 2 cards from your opponent's deck and put them into your hand.	Ability	Common	Expert
